site,basin,sample_label,depth_mbsf,depth_composite_rmcd,Age_Ma,d13C_benthic_vpdb,d18O_benthic_vpdb,source_record,dataset_doi,article_doi
ODP Site 1209,Pacific,"198-1209C-10H-4,145-147",189.45,209.503,53.427375,-0.445,-0.07,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,5-7",189.55,209.613,53.453039,0.053,-0.396,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,56-58",189.17,209.71,53.47567,0.0235,-0.4338,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,15-17",189.65,209.723,53.478703,-0.035,-0.59,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,65-67",189.26,209.8,53.496668,-0.1778,-0.6455,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,25-27",189.75,209.833,53.504366999999995,0.04,-0.468,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,75-77",189.36,209.9,53.519999000000006,-0.1836,-0.7859,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,35-37",189.85,209.943,53.530031,-0.251,-0.759,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,84-86",189.45,209.99,53.539124,-0.2951,-0.8297,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,45-47",189.95,210.042,53.548008,-0.569,-1.053,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,93-95",189.54,210.08,53.5545,-0.4687,-0.9781,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,55-57",190.05,210.14,53.56475,-0.855,-0.447,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,65-67",190.15,210.238,53.584278,-0.328,-0.616,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,112-114",189.73,210.27,53.59209,-0.3338,-0.6978,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,75-77",190.25,210.336,53.608202,-0.324,-0.05,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,85-87",190.35,210.434,53.632126,-0.198,-0.282,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,95-97",190.45,210.532,53.65605,-0.257,-0.75,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,140-142",190.01,210.55,53.659093,-0.3394,-0.8217,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,105-107",190.55,210.621,53.666836000000004,-0.761,-1.038,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-3,148-150",190.09,210.63,53.667818,-0.705,-0.9848,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,115-117",190.65,210.709,53.67852,-0.518,-0.986,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,9-11",190.2,210.74,53.682998,-0.5233,-1.1266,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,125-127",190.75,210.799,53.700385000000004,-0.044,-0.616,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,18-20",190.29,210.83,53.709521,-0.0419,-0.6105,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,135-137",190.85,210.896,53.728972999999996,0.03,-0.552,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,28-30",190.39,210.93,53.738993,-0.0721,-0.5089,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-5,145-147",190.95,210.993,53.757561,0.001,-0.538,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,39-41",190.5,211.04,53.769684999999996,-0.15310000000000001,-0.7022,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,5-7",191.05,211.091,53.782841,-0.13,-0.52,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,47-49",190.58,211.12,53.790322,-0.1461,-0.9169,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,15-17",191.15,211.185,53.807089999999995,-0.244,-0.736,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,25-27",191.25,211.279,53.831338,0.027,-0.487,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,35-37",191.35,211.373,53.855586,-0.598,-0.145,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,76-78",190.87,211.41,53.865131,-0.327,-0.8131,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,45-47",191.45,211.468,53.876975,-0.326,-0.024,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,55-57",191.55,211.565,53.896783000000006,-0.558,-0.109,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,65-67",191.65,211.661,53.916387,-0.46,0.013,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,75-77",191.75,211.757,53.935991,-0.544,-0.109,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,115-117",191.26,211.8,53.944772,-0.2771,-0.7836,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,85-87",191.85,211.854,53.955394,-0.762,-0.26,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,95-97",191.95,211.95,53.969913999999996,-0.37,-0.473,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,105-107",192.05,212.045,53.984282,-0.075,-0.448,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-4,143-145",191.54,212.08,53.989574999999995,-0.0711,-0.4814,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,115-117",192.15,212.14,53.998650000000005,-0.18,-0.607,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,3-5",191.64,212.18,54.004699,-0.1698,-0.4153,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,125-127",192.25,212.235,54.013017999999995,-0.344,-0.534,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,13-15",191.74,212.28,54.019824,-0.1982,-0.5899,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,135-137",192.35,212.33,54.027386,-0.457,-0.815,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,22-24",191.83,212.37,54.033436,-0.4362,-0.698,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-6,145-147",192.45,212.425,54.041754,-0.658,-1.012,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,32-34",191.93,212.47,54.048559999999995,-0.6237,-0.9075,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,5-7",192.55,212.521,54.062567,0.156,-0.399,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,41-43",192.02,212.56,54.080154,-0.5749,-0.8779,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,15-17",192.65,212.626,54.109916,0.077,-0.508,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,51-53",192.12,212.66,54.125248,0.0036,-0.4617,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,25-27",192.75,212.731,54.157265,-0.041,-0.491,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,61-63",192.22,212.76,54.170342,-0.0219,-0.4304,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,35-37",192.85,212.837,54.205065000000005,-0.141,-0.648,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,70-72",192.31,212.85,54.210927000000005,-0.1696,-0.6227,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,79-81",192.4,212.94,54.251512000000005,-0.022,-0.4992,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,45-47",192.95,212.942,54.252413999999995,0.075,-0.471,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-3,105-107",192.75,212.973,54.266392999999994,-0.087,-0.528,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,55-57",193.05,213.047,54.299763,-0.016,-0.491,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,90-92",192.51,213.05,54.301116,-0.0245,-0.478,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-3,115-117",192.85,213.072,54.311036,0.009,-0.474,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,98-100",192.59,213.13,54.337191,-0.0252,-0.4011,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-10H-7,65-67",193.15,213.15,54.34621,0.112,-0.392,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-3,125-127",192.95,213.17,54.355229,-0.081,-0.52,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,107-109",192.68,213.22,54.377776,-0.1013,-0.5224,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-3,135-137",193.05,213.268,54.399421000000004,-0.006,-0.465,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,117-119",192.78,213.32,54.42287,-0.0367,-0.471,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-3,145-147",193.15,213.367,54.444064,-0.07,-0.472,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,126-128",192.87,213.41,54.463455,-0.0946,-0.5178,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,5-7",193.25,213.465,54.485512,-0.056,-0.45,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,137-139",192.98,213.52,54.507569000000004,0.0374,-0.4297,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,15-17",193.35,213.564,54.525214999999996,0.148,-0.334,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-5,147-149",193.08,213.62,54.547673,0.0654,-0.4439,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,25-27",193.45,213.662,54.564517,0.329,-0.151,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,7-9",193.18,213.72,54.587777,0.098,-0.3665,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,35-37",193.55,213.761,54.60422,0.372,-0.223,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,17-19",193.28,213.82,54.627881,0.1935,-0.421,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,45-47",193.65,213.859,54.643522,0.517,-0.078,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,27-29",193.38,213.92,54.667985,0.2757,-0.3438,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,55-57",193.75,213.958,54.683225,0.393,-0.04,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,36-38",193.47,214.01,54.704079,0.1979,-0.3207,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,65-67",193.85,214.056,54.722527,0.372,-0.067,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,46-48",193.57,214.11,54.744183,0.043,-0.6794,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,75-77",193.95,214.155,54.768633,0.253,-0.135,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,56-58",193.67,214.21,54.798516000000006,0.321,-0.3784,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,85-87",194.05,214.253,54.821878,0.445,0.02,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,66-68",193.77,214.31,54.852848,0.0749,-0.4639,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,95-97",194.15,214.352,54.864514,0.472,-0.044,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,76-78",193.87,214.41,54.880625,0.386,-0.3366,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,105-107",194.25,214.45,54.891735,0.478,-0.232,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,85-87",193.96,214.5,54.905624,0.4508,-0.3627,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,115-117",194.35,214.536,54.915623,0.569,-0.165,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,94-96",194.05,214.59,54.930623,0.4951,-0.3259,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,125-127",194.45,214.621,54.939233,0.721,-0.058,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,102-104",194.13,214.67,54.952844,0.589,-0.2119,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,135-137",194.55,214.707,54.963121,0.812,0.025,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,111-113",194.22,214.76,54.977844,0.5181,-0.277,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-4,145-147",194.65,214.793,54.989916,0.764,-0.003,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-1,115-117",194.15,214.818,54.999061999999995,0.835,-0.122,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,121-123",194.32,214.86,55.014427000000005,0.7613,-0.1911,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,5-7",194.75,214.879,55.021378,0.812,0.066,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-1,125-127",194.25,214.923,55.037474,0.69,-0.213,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,131-133",194.42,214.96,55.051010000000005,0.6402,-0.2376,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,15-17",194.85,214.964,55.052474000000004,1.353,-0.79,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-6,133-135",194.44,214.98,55.058327,0.4781,-0.4164,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-1,135-137",194.35,215.026,55.071939,0.495,-0.259,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-1,145-147",194.45,215.129,55.102417,0.683,-0.226,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,35-37",195.05,215.15,55.108631,0.557,-0.372,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,5-6",194.65,215.19,55.120467,0.683,-0.037,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,10-11",194.7,215.24,55.135262000000004,0.545,-0.334,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,45-47",195.15,215.25,55.138220999999994,0.375,-0.564,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,11-13",194.62,215.304,55.153016,0.5491,-0.4398,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,16-18",194.67,215.356,55.170771,0.5963,-0.549,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,25-26",194.85,215.39,55.179648,0.666,-0.345,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,25-27",194.75,215.438,55.193851,0.527,-0.523,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,30-31",194.9,215.44,55.194443,0.658,-0.342,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,35-36",194.95,215.49,55.209238,0.634,-0.477,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-7,40-41",195,215.54,55.224033000000006,0.623,-0.293,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,35-37",194.85,215.541,55.224329,0.519,-0.528,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,75-77",195.45,215.55,55.226991999999996,0.603,-0.409,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-CC,1-2",195.05,215.59,55.238828999999996,0.85,-0.3,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209B-21H-CC,6-7",195.1,215.64,55.253624,0.781,-0.346,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,45-47",194.95,215.645,55.255103000000005,0.879,-0.247,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,85-87",195.55,215.65,55.256583,0.78,-0.316,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,51-53",195.02,215.717,55.277296,0.675,-0.3862,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,55-57",195.05,215.748,55.285581,0.783,-0.338,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,95-97",195.65,215.75,55.286173000000005,0.77,-0.507,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,61-63",195.12,215.82,55.306887,0.5956,-0.4432,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,65-67",195.15,215.851,55.31606,0.723,-0.272,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,71-73",195.22,215.923,55.336477,0.5985,-0.4168,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,115-117",195.85,215.95,55.345354,0.53,-0.497,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,75-77",195.25,215.954,55.346538,0.693,-0.388,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,81-83",195.32,216.026,55.369231,0.5141,-0.6318,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,125-127",195.95,216.05,55.37623000000001,0.545,-0.397,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,85-87",195.35,216.057,55.37868,0.577,-0.501,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,91-93",195.42,216.129,55.404226,0.6914,-0.4295,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,135-137",196.05,216.15,55.411224000000004,0.681,-0.518,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,95-97",195.45,216.16,55.414724,0.82,-0.369,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,102-104",195.53,216.24,55.442719,0.6886,-0.5239,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-5,145-147",196.15,216.251,55.446569000000004,0.776,-0.386,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,105-107",195.55,216.26,55.449718000000004,0.918,-0.294,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,112-114",195.63,216.34,55.477714,0.7462,-0.4313,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-6,5-7",196.25,216.353,55.482262999999996,0.708,-0.45,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,115-117",195.65,216.36,55.484712,0.946,-0.343,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,122-124",195.73,216.44,55.512707999999996,0.7088,-0.4686,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-6,15-17",196.35,216.454,55.517607000000005,0.778,-0.359,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,125-127",195.75,216.46,55.519707000000004,0.772,-0.401,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,132-134",195.83,216.54,55.547702,0.6655,-0.3306,this study,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209A-21H-6,25-27",196.45,216.555,55.552951,0.785,-0.376,Westerhold et al. 2011_SantaCruz,10.1594/PANGAEA.883334,10.1029/2017PA003306
ODP Site 1209,Pacific,"198-1209C-11H-2,135-137",195.85,216.56,55.554701,0.664,-0.358,Westerhold et al. 2011,10.1594/PANGAEA.883334,10.1029/2017PA003306
